100.	74.70584541522877	0.0008190152443177112
110.	65.20526946925025	0.012537341763774634
120.	55.756082105769075	0.07564425078057013
130.	46.427252493311975	0.25910891082143905
140.	37.59615740394043	0.9403080939478343
150.	29.47150218158087	2.327947144086238
160.	21.964266854554808	4.333006089558154
170.	16.13519980768716	8.016233315188487
180.	11.191530250794619	12.584858030793896
190.	7.508303025164302	18.41392507766153
200.	4.857483029546845	25.27539935454203
210.	3.0135470792628167	32.94375767675598
220.	1.761781171070148	41.204286041061266
230.	1.067402267877548	50.02220141036665
240.	0.5025725717345396	58.969665986721594
250.	0.31910791169368535	68.29849559917872
